# Tetrahedron method
        3.1406980679        0.7105089694
        3.1797001138        0.5963954773
        3.2187021597        0.5683932401
        3.2577042056        0.5508526442
        3.2967062514        0.5380515149
        3.3357082973        0.5267435939
        3.3747103432        0.5186510128
        3.4137123891        0.5132806976
        3.4527144349        0.5090556054
        3.4917164808        0.5066611728
        3.5307185267        0.5054229517
        3.5697205726        0.5048055622
        3.6087226184        0.5093686742
        3.6477246643        0.5157031590
        3.6867267102        0.5203041192
        3.7257287561        0.5452654821
        3.7647308019        0.5934316241
        3.8037328478        0.4824741300
        3.8427348937        0.1809967724
        3.8817369396        0.0000000000
        3.9207389854        0.0000000000
        3.9597410313        0.0000000000
        3.9987430772        0.0000000000
        4.0377451231        0.0000000000
        4.0767471689        0.3594214193
        4.1157492148        0.7779988025
        4.1547512607        3.1611443448
        4.1937533066        3.0860705415
        4.2327553524        5.3229312264
        4.2717573983        7.7184678275
        4.3107594442        5.9533213979
        4.3497614901        6.2782885599
        4.3887635359        5.5059530618
        4.4277655818        3.9091793561
        4.4667676277        4.8600715418
        4.5057696736        4.1578538024
        4.5447717194        3.8362589210
        4.5837737653        3.6591339837
        4.6227758112        3.4511228819
        4.6617778571        3.2852947579
        4.7007799029        3.3012189326
        4.7397819488        3.6007162049
        4.7787839947        2.6769202194
        4.8177860406        1.8063444109
        4.8567880864        0.0000000000
        4.8957901323        0.0000000000
        4.9347921782        0.0000000000
        4.9737942241        0.0000000000
        5.0127962699        0.0000000000
        5.0517983158        0.0000000000
        5.0908003617        0.0000000000
        5.1298024076        0.0000000000
        5.1688044534        0.0000000000
        5.2078064993        0.0000000000
        5.2468085452        0.0000000000
        5.2858105911        0.0000000000
        5.3248126369        0.0000000000
        5.3638146828        0.0000000000
        5.4028167287        0.0000000000
        5.4418187746        0.0000000000
        5.4808208204        0.0000000000
