# Tetrahedron method
       -2.3195883545        0.0000000000
       -2.2805863087        0.0000000000
       -2.2415842628        0.0000000000
       -2.2025822169        0.0000000000
       -2.1635801710        0.0000000000
       -2.1245781252        0.0000000000
       -2.0855760793        0.0000000000
       -2.0465740334        0.0000000000
       -2.0075719875        0.0000000000
       -1.9685699417        0.0000000000
       -1.9295678958        0.0000000000
       -1.8905658499        0.0000000000
       -1.8515638040        0.0000000000
       -1.8125617582        0.0000000000
       -1.7735597123        0.0000000000
       -1.7345576664        0.0000000000
       -1.6955556205        0.0000000000
       -1.6565535747        0.0003278894
       -1.6175515288        0.0052462299
       -1.5785494829        0.0099730505
       -1.5395474370        0.0114121422
       -1.5005453912        0.0137396985
       -1.4615433453        0.0162532811
       -1.4225412994        0.0181153183
       -1.3835392535        0.0187005813
       -1.3445372077        0.0194986229
       -1.3055351618        0.0208145833
       -1.2665331159        0.0221697876
       -1.2275310700        0.0235716109
       -1.1885290242        0.0250234784
       -1.1495269783        0.0261611549
       -1.1105249324        0.0266673311
       -1.0715228865        0.0273567758
       -1.0325208407        0.0280060642
       -0.9935187948        0.0287163982
       -0.9545167489        0.0295530499
       -0.9155147030        0.0304378177
       -0.8765126572        0.0314634385
       -0.8375106113        0.0326724273
       -0.7985085654        0.0339312787
       -0.7595065195        0.0348537650
       -0.7205044737        0.0349735631
       -0.6815024278        0.0349148052
       -0.6425003819        0.0345572721
       -0.6034983360        0.0336277224
       -0.5644962902        0.0327600973
       -0.5254942443        0.0308847588
       -0.4864921984        0.0290294922
       -0.4474901525        0.0274205818
       -0.4084881067        0.0261638273
       -0.3694860608        0.0253879779
       -0.3304840149        0.0252220184
       -0.2914819690        0.0252403094
       -0.2524799232        0.0253504682
       -0.2134778773        0.0255524950
       -0.1744758314        0.0258416115
       -0.1354737855        0.0261978310
       -0.0964717397        0.0266043334
       -0.0574696938        0.0270609651
       -0.0184676479        0.0275677262
        0.0205343980        0.0281506345
        0.0595364438        0.0289267863
        0.0985384897        0.0299103799
        0.1375405356        0.0311095618
        0.1765425815        0.0326220947
        0.2155446273        0.0349446396
        0.2545466732        0.0406005482
        0.2935487191        0.0473351203
        0.3325507650        0.0542450653
        0.3715528108        0.0620857608
        0.4105548567        0.0717456902
        0.4495569026        0.0830215887
        0.4885589485        0.0950747141
        0.5275609943        0.1092980481
        0.5665630402        0.1215664668
        0.6055650861        0.1379263568
        0.6445671319        0.1585633856
        0.6835691778        0.1821704563
        0.7225712237        0.2066146595
        0.7615732696        0.2326685495
        0.8005753154        0.2657703735
        0.8395773613        0.3043649355
        0.8785794072        0.3422878792
        0.9175814531        0.3790129060
        0.9565834989        0.4316517439
        0.9955855448        0.4904902865
        1.0345875907        0.5469139743
        1.0735896366        0.6219929446
        1.1125916824        0.7059969678
        1.1515937283        0.7912846114
        1.1905957742        0.8974771381
        1.2295978201        1.0097707645
        1.2685998659        1.1384154868
        1.3076019118        1.2869223402
        1.3466039577        1.4577127485
        1.3856060036        1.6700550033
        1.4246080494        2.0034656675
        1.4636100953        2.2780103463
        1.5026121412        2.3063192432
        1.5416141871        2.3428295065
        1.5806162329        2.3904983591
        1.6196182788        2.4802406565
        1.6586203247        2.6065356045
        1.6976223706        2.7909260688
        1.7366244164        3.1142338941
        1.7756264623        3.9933709449
        1.8146285082        3.9909795931
        1.8536305541        4.8155826506
        1.8926325999        2.7409886668
        1.9316346458        1.4733066121
        1.9706366917        1.2275153446
        2.0096387376        1.8655130092
        2.0486407834        2.1301142837
        2.0876428293        2.5075615800
        2.1266448752        3.0836976403
        2.1656469211        2.9731356842
        2.2046489669        2.5639250694
        2.2436510128        2.8080181687
        2.2826530587        2.6126215471
        2.3216551046        2.7095479705
        2.3606571504        3.1914208305
        2.3996591963        3.6863964540
        2.4386612422        3.7129668793
        2.4776632881        3.3458450744
        2.5166653339        3.3898837081
        2.5556673798        3.3310014717
        2.5946694257        3.5673541676
        2.6336714716        4.0138020629
        2.6726735174        4.0996927549
        2.7116755633        5.1182342514
        2.7506776092        4.0459211883
        2.7896796551        3.7920674035
        2.8286817009        4.5515583347
        2.8676837468        3.3358459973
        2.9066857927        2.6113532278
        2.9456878386        1.7375293734
        2.9846898844        1.3710132877
        3.0236919303        1.6872875932
        3.0626939762        1.0202626216
        3.1016960221        0.8139198392
